,Unnamed: 0,id,Prevention,Treatment,Diagnosis,Mechanism,Case Report,Transmission,Forecasting,General,Political,processed_text,ad_creation_time,page_name,page_id,funding_entity,region_distribution,Unnamed: 16,potential_reach,demographic_distribution,spend,currency,ad_creative_body
796,796,517021359559548.0,1.0,1.0,,,,,,1.0,,"Omicron is here The bad news is that it s more contagious The good news is that mRNA vaccines work against death and hospitalization COVID may soon become endemic in some parts of the world Not in China where Xi Jinping s zero COVID approach faces its toughest test to date with omicron Why Because China lacks mRNA jabs and so few Chinese people have gotten COVID that overall protection is very low Get ready for a wave of lockdowns that ll severely disrupt the world s second largest economy just a month out from the Beijing Winter Olympics That could spell disaster for Beijing Yanzhong Huang senior fellow for global health at the Council on Foreign Relations tells Ian Bremmer on this week s episode of GZERO World Still he says zero COVID remains popular with most Chinese people If things get really bad though Huang believes China will pivot to living with the virus especially as the cost of keeping zero COVID in the age of omicron becomes too high He thinks that s the right move for Xi Indeed Huang expects China to start reversing course soon after the Games and when the pandemic becomes endemic in other parts of the world Beijing will throw in the towel on zero tolerance in years max Also a look at vaccine incentives around the world Do prizes like cows and brothel visits actually convince holdouts to get the jab
",2022-01-20,GZERO Media,154065301986563.0,GZERO Media,"[{'percentage': '0.002118', 'region': 'Delaware'}, {'percentage': '0.043775', 'region': 'Pennsylvania'}, {'percentage': '0.00659', 'region': 'New Hampshire'}, {'percentage': '0.014356', 'region': 'New Jersey'}, {'percentage': '0.007296', 'region': 'New Mexico'}, {'percentage': '0.046364', 'region': 'New York'}, {'percentage': '0.03389', 'region': 'North Carolina'}, {'percentage': '0.005413', 'region': 'North Dakota'}, {'percentage': '0.046599', 'region': 'Ohio'}, {'percentage': '0.019299', 'region': 'Oklahoma'}, {'percentage': '0.019769', 'region': 'Oregon'}, {'percentage': '0.006119', 'region': 'Rhode Island'}, {'percentage': '0.012709', 'region': 'Nebraska'}, {'percentage': '0.011061', 'region': 'South Carolina'}, {'percentage': '0.008473', 'region': 'South Dakota'}, {'percentage': '0.022594', 'region': 'Tennessee'}, {'percentage': '0.045422', 'region': 'Texas'}, {'percentage': '0.008473', 'region': 'Utah'}, {'percentage': '0.005884', 'region': 'Vermont'}, {'percentage': '0.024947', 'region': 'Virginia'}, {'percentage': '0.037421', 'region': 'Washington'}, {'percentage': '0.012709', 'region': 'West Virginia'}, {'percentage': '0.03036', 'region': 'Wisconsin'}, {'percentage': '0.008708', 'region': 'Nevada'}, {'percentage': '0.006119', 'region': 'Montana'}, {'percentage': '0.017181', 'region': 'Alabama'}, {'percentage': '0.037656', 'region': 'Illinois'}, {'percentage': '0.010355', 'region': 'Alaska'}, {'percentage': '0.016004', 'region': 'Arizona'}, {'percentage': '0.015768', 'region': 'Arkansas'}, {'percentage': '0.072958', 'region': 'California'}, {'percentage': '0.015533', 'region': 'Colorado'}, {'percentage': '0.009649', 'region': 'Connecticut'}, {'percentage': '0.035067', 'region': 'Florida'}, {'percentage': '0.021652', 'region': 'Georgia'}, {'percentage': '0.014592', 'region': 'Hawaii'}, {'percentage': '0.009885', 'region': 'Idaho'}, {'percentage': '0.034126', 'region': 'Indiana'}, {'percentage': '0.024241', 'region': 'Missouri'}, {'percentage': '0.016004', 'region': 'Iowa'}, {'percentage': '0.009414', 'region': 'Kansas'}, {'percentage': '0.027301', 'region': 'Kentucky'}, {'percentage': '0.010591', 'region': 'Louisiana'}, {'percentage': '0.009179', 'region': 'Maine'}, {'percentage': '0.01318', 'region': 'Maryland'}, {'percentage': '0.015533', 'region': 'Massachusetts'}, {'percentage': '0.036715', 'region': 'Michigan'}, {'percentage': '0.024712', 'region': 'Minnesota'}, {'percentage': '0.010591', 'region': 'Mississippi'}, {'percentage': '0.005648', 'region': 'Wyoming'}]",,{'lower_bound': '1000001'},"[{'percentage': '0.004', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.001176', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.002824', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.026588', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.058588', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.008235', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.265647', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.145647', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.341647', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.038588', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.104471', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.002588', 'age': '45-54', 'gender': 'unknown'}]","{'lower_bound': '0', 'upper_bound': '99'}",USD,"Today marks one year since Joe Biden was sworn into office.

The result? A wide-open southern border, record-high inflation, a failed foreign policy agenda, supply chain crises, rampant COVID-19, and a stagnant economy. 

Kansans deserve better."
797,797,955833731804583.0,,,,,,,,1.0,,"IT S OFFICIAL YEAR LAW ENFORCEMENT VETERAN LT DAVID CIRENCIONE LAUNCHES CANDIDACY FOR ONTARIO COUNTY SHERIFF Today David Cirencione launched his candidacy for Ontario County Sheriff in the election A Republican and lifelong resident of Ontario County he is a year veteran of the Sheriff s Office and currently serves as Lieutenant overseeing the Criminal Investigation Division I m running for Sheriff because my years of law enforcement experience and leadership will bring stability back to the Sheriff s Office said Cirencione I ve dedicated my life to serving as a police officer as a volunteer firefighter and as a husband and father and this is a natural next step to utilize my skills and experience to make Ontario County a safer place to live work raise a family and retire Cirencione first joined the Sheriff s Office in as a Deputy Over the years he was promoted through the ranks to Sergeant in and eventually his current rank in As Lieutenant for the past five years he has served as Commanding Officer of the Road Patrol Crime Scene Unit Underwater Search Recovery Team Field Training Officer Program and Eastview Mall Patrol He has also helped train our next generation of law enforcement as an Instructor at the Finger Lakes Law Enforcement Academy for the past years Now more than ever before the Ontario County Sheriff s Office must operate effectively and efficiently as the COVID pandemic continues to strain our emergency services and Albany politicians enact dangerous policies like bail reform that seem to value criminals more than crime victims added Cirencione I m ready to step up to the plate to take on these challenges and lead our Sheriff s Office back in the right direction Aside from his extensive law enforcement background Cirencione has served as a volunteer firefighter with the Nester Hose Company of the Geneva Fire Department for years He is also a member of the Sons of the American Legion Winnek Post and Our Lady of Peace Parish Before entering a career in law enforcement Cirencione served for several years as a Caseworker and Case Supervisor for Child Protective Services in neighboring Seneca County Cirencione is a graduate of Geneva High School and SUNY Oswego He lives in Geneva with his wife of years Sue who owns and operates the Ovid Big M supermarket The couple has three children
",2022-01-12,David Cirencione for Ontario County Sheriff,105762625325096.0,Dave Cirencione for Sheriff,"[{'percentage': '1', 'region': 'New York'}]",,"{'lower_bound': '10001', 'upper_bound': '50000'}","[{'percentage': '0.000873', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000873', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.002182', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000873', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.003928', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.084243', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.014404', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.128328', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.129201', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.084243', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.174596', 'age': '65+', 'gender': 'female'}, {'percentage': '0.085116', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.043213', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.106504', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.118289', 'age': '65+', 'gender': 'male'}, {'percentage': '0.023134', 'age': '25-34', 'gender': 'female'}]","{'lower_bound': '0', 'upper_bound': '99'}",USD,"Soooooo….

Let me understand this…the CDC is now moving the goal posts for quarantine duration?!

I have no issue whatsoever getting people back to work sooner than later…..none. I agree at this point we have little choice considering the circumstances.

Some of the wounds we have suffered are unavoidable and others are the worst kind….self-inflicted wounds.

Because of FAKE news and lousy handing of this pandemic from day 1 we are where we are today!

All the wrong people have been at the podium and the CDC has become a political organization. Full stop.

I also understand the need for a “balanced” approach and dealing with a crisis of epic proportions.

However, DO NOT tout science when you are making NON-scientific decisions in order to try and balance the reality of what is needed at this time in the real world.

MILLIONS of people CHOSE their personal “freedoms” over being a patriotic American and doing the right thing. We now have 85% of people currently in hospitalized with COVID are the UNVACCINATED and OVERWHELMING the healthcare system, costing the taxpayers billions with a B in $$$.

All the while a FREE and readily available vaccine was and is available to prevent this calamity! 

LET ME SAY THAT AGAIN. A FREE AND READILY AVAILABLE VACCINE WAS AND IS AVAILABLE TO PREVENT THIS CALAMITY!

Yes, I am not ignorant enough to not admit that occasionally a person vaccinated will unfortunately get admitted to the hospital with COVID despite their best efforts. Yes that is a thing. Nothing is full proof.

With that being said, what do we mean when we say overwhelm the healthcare system ….what does that look like?

It means the doctors, nurses, cleaning people, transport crews, greeters, EMTs, nursing aides, cooks, lab technicians and on and on cannot sustain this tragedy at the level of response needed to take care of people !!

Don’t worry at all about hospital administration which includes now doctors and nurses now because they ran for the hills and were the first ones in line for a vaccine under the tent. They even got their friends and families vaccinated before it was even available to the public at large. They’ll be just fine. Why? Because they are thieves of the worst kind.

So what systems have to deal with is not only COVID patients but the run through traffic that walks through our ERs every single day.

Especially this time of year.

People who have heart attacks, strokes, kidney or heart failure, cancer related issues, trauma and so on!

What do you think? There are endless hospitals that go 24/7... 365 at your call in a good year that are just waiting open arms to care for an additional hundreds or thousands of patients in a moments notice?

WHERE do you put those sick people when there is no where to put them and NO ONE to truly care for them?

Don’t think for one second that during wave 1 people in hospitals didn’t die of unintended neglect because they did.

We barely had PPE let alone a room reservation!

So, since we need to get healthcare teams back working again ASAP to take care of the country in their times of most need ….SCREW THEM again. Come on back early.

Let’s overwork, under pay the people who SELFLESSLY put themselves in HARMS way every single day to care for other citizens in our UN-Unified country. No problem come on back in “essential” workers. 

Nurses already had nursing to patient ratios that were ridiculous to begin because hospitals are cheap to pay for more nurses. They would rather ensure their salaries and make cuts to the true essentials in ""essential workers. WHO do you think is really caring for patient during this pandemic??  Thats right NURSES. 

Arguably the backbone and the glue that holds hospital units together all day everyday. 

But hey you’re not infectious anymore. Why? Because we say so! 

Maybe not infectious but maybe so.

That’s what I want…an overworked recently sick amazing ICU nurse that may be shedding virus taking care of my mother in the ICU when she is deathly sick with something other than COVID only to contract COVID? Really??? Is that where we are? . Guess we are so desperate we have no choice?

And you know what! We do it. We will do it . Because we have a conscience. We have a heart. We have love for those that we don’t know and have never met because we love what we do and because we believe in a purpose greater than ourselves.

So IF we can. We will be there for YOU AMERICA.

So back to the science. Honestly though based on what?? Everyone speaks to science. They are speaking antiquated science at best. To me it’s all smoke and mirrors.

What data regarding OMICRON is currently available to guide this reduced quarantine time ??? What? What we know about Omicron is that it is the most contagious strain we have seen this far. So contagious that it wiped out Delta in a matter of WEEKS to take the number 1 spot on the list!

This new goal post shift is based on data from prior strains of COVID not OMICRON!!!

This is unacceptable. In my neighborhood it’s called BS.

Just be forthright and truthful.

It’s really that simple. We can handle the truth because we already know what and why you are doing it!

Even the biggest advocates of vaccinations, masking, distancing etc will begin to turn on you!

Get a spine.

Here’s the truth. Most testing is nonsense. The rapid test is a waste of time. Too early you’ll miss it.

3 days later repeat it or get a PCR and it’s positive.

In the meantime, you’ve infected likely tens of other people in your circle.

When people are “sick” they know.

When they aren’t they aren’t.

Yes you can be a carrier no doubt and be without symptoms.

BUT most people walking around have no idea they are and most aren’t testing themselves. So unless you are TESTING EVERYONE. It’s virtually useless.

The only role in my eyes for testing at this point is TEST to RETURN to work. That makes sense. 

The numbers of currently infected are grossly underestimated! By millions! Why ?!! Because we don’t have a testing infra-structure ...never did!

""Almost"" everyone has either had, is infected (symptoms or not) or will get infected with some form of coronavirus of the COVID variant variety.

The numbers that get posted and all the news media attention are INACCURATE AT BEST, and probably underestimate by millions of people in this country alone.

Right now we are lucky the virus is evolving into a more contagious less deadly strain (OMICRON).

However, the potential remains that a new more virulent and deadly strain can develop.

Soooooo, GO GET VACCINATED, GET BOOSTED!

Eventually just like the flu we will have some true anti-viral oral medications to treat people outside the hospital to prevent hospitalizations ! We are close. When that happens you should still get vaccinated given that these vaccines are VERY SAFE and EXTREMELY EFFECTIVE against different strains, clearly not all at this point.

Honestly, if you are unvaccinated and get sick requiring hospitalization that’s on you! 

Your body, your choice, your freedom.

NO PROBLEM! It’s AMERICA after-all! 

I can do whatever I want when I want right?! 

NOT. I can give you a hundred examples where that doesn’t apply and you comply without question. So spare the rhetoric. It’s also called BS.

If you are unvaccinated and get COVID then please stay the hell out of the hospital and be a grown up.

We teach our children this all the time. Actions have consequences! Don’t they?

You don’t trust the medical community enough to take a simple vaccine why the hell do you trust me then with your life when you get sick!? What changes? Now you realize your potential for mortality? Save me, save me? Sorry shouldn’t work that way.

Live with your freedom and accept your choice.

Don’t endanger me, my team and my family that behaved like responsible adults and did the right thing.

Unless you want a “hand” out. Literally.

LIVE FREE DIE HARD. 

Andrey Espinoza MD FACC FSCAI RPVI
Extremely frustrated physician"
798,798,256989613223150.0,,1.0,,,,,,,,"Following Jesus in the Time of Covid Instead of arguing whether we should mandate vaccinations for the sake of the common good and for those who are vulnerable among us as Jesus followers we already have a mandate in place love your neighbor as yourself This mandate requires us to act not only for our own best interests but also for the best interests of others
",2022-01-14,Renewed Heart Ministries,294766413174.0,,,,"{'lower_bound': '500001', 'upper_bound': '1000000'}",,"{'lower_bound': '0', 'upper_bound': '99'}",USD,Many Americans would trade a million lives in order to fulfill their need to do exactly as they wish. We can see this play out not just in the Covid-19 pandemic but in the epidemic of gun violence as well.
799,799,274485618112356.0,,,1.0,,,,,,,"Ned Lamont continues to fall short He failed to procure COVID tests said who cares and then escaped to Florida Stop the double standards
",2022-01-20,Connecticut Republican Party,274000798088.0,Connecticut Republican Party,"[{'percentage': '1', 'region': 'Connecticut'}]",,"{'lower_bound': '10001', 'upper_bound': '50000'}","[{'percentage': '0.000521', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.005735', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000521', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.161105', 'age': '65+', 'gender': 'male'}, {'percentage': '0.016684', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.174661', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.139729', 'age': '65+', 'gender': 'female'}, {'percentage': '0.097497', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.04536', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.040146', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.064651', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.156413', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.082899', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.006257', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.005214', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.002607', 'age': '18-24', 'gender': 'female'}]","{'lower_bound': '300', 'upper_bound': '399'}",USD,"Congressman Gaetz incorrectly attacked the COVID protocols just days before the 30A Song Writers Festival was set to start. He did what he does best - got on Twitter and tweeted a FALSE letter to Governor DeSantis. This festival brings in over $8M in revenue and employs over 200 crew members, 700 volunteers, and dozens of Walton County Sheriff off-duty officers. It's clear that Representative Matt Gaetz will do anything to promote himself - even at the expense of jobs and local businesses."
800,800,285038493630626.0,,1.0,,,,,,,,"According to the CDC all COVID vaccines currently approved or authorized in the United States Pfizer BioNTech Comirnaty Moderna and Janssen Johnson Johnson are effective against COVID including against severe disease hospitalization and death RESOURCE
",2022-01-25,The A-Mark Foundation,101400032438085.0,A MARK FOUNDATION,"[{'percentage': '0.248405', 'region': 'Louisiana'}, {'percentage': '0.143839', 'region': 'Montana'}, {'percentage': '0.072165', 'region': 'North Dakota'}, {'percentage': '0.44379', 'region': 'Oklahoma'}, {'percentage': '0.091802', 'region': 'Wyoming'}]",,{'lower_bound': '1000001'},"[{'percentage': '0.000981', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.01079', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.002943', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.003923', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.001962', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.03335', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.072585', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.063757', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.143698', 'age': '65+', 'gender': 'male'}, {'percentage': '0.004414', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.105934', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.128985', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.118686', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.122119', 'age': '65+', 'gender': 'female'}, {'percentage': '0.136832', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.048063', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.000981', 'age': '25-34', 'gender': 'unknown'}]","{'lower_bound': '0', 'upper_bound': '99'}",USD,"We're excited to announce that Sean Sherman of The Sioux Chef and Owamni - By The Sioux Chef will be the keynote speaker for this year's Avivo Night of Champions event!

Learn more about Sean Sherman, the event, and our COVID protocols at https://avivomn.org/night-of-champions/

(photo provided by Sean Sherman)"
801,801,1057910000000000.0,,1.0,,,,,,,,"Iowa OSHA announces it won t enforce federal Covid vaccine mandate Read more on SmartNews
",2022-01-17,Davis County Local News,103919571879318.0,,,,,,"{'lower_bound': '0', 'upper_bound': '99'}",USD,"Although Dr. King spoke these words fifty-five years ago, healthcare inequities in the Black community continue to exist. Black churches across California have joined together to do their part to help families and protect communities by providing FREE COVID testing. Find a church or faith center near you to get your free test. #BlackChurchTesting #AACEC #MLKBirthday #StaySafe"
802,802,5565370000000000.0,,,1.0,,,,,,,"Free COVID testing is available at two locations in WestHollywood if you are unable to get a test through a healthcare provider WeHo Sheriff s Station Plummer Park Other testing options are available including pick up kits Find out more w eho city testing
",2022-01-20,City of West Hollywood Government,30090692503.0,City of West Hollywood,"[{'percentage': '1', 'region': 'California'}]",,{'lower_bound': '1000001'},"[{'percentage': '0.07061', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.000917', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.014672', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.070151', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.07978', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.000917', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.00321', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.001376', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.105456', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.084365', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.014214', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.07978', 'age': '65+', 'gender': 'male'}, {'percentage': '0.124255', 'age': '65+', 'gender': 'female'}, {'percentage': '0.140761', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.145346', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.062815', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.001376', 'age': '25-34', 'gender': 'unknown'}]","{'lower_bound': '0', 'upper_bound': '99'}",USD,"We’re on day two of requiring proof of vaccination or a negative test for dining in.  The logistics have actually been pretty easy and customers have been cheerful and almost all appreciative.  Thanks!  But the reality is there haven’t been very many of you here.  It’s been very cold and January is always a slow month so may or may not be because of the mandate.  We don’t know if our experience is shared by restaurants all over the city, but guessing it’s pretty likely there are many restaurants across the city right now with owners that are staring at very empty dining rooms and not sure what’s next.

At Common Roots we’ll work our way through this, and look forward to warmer, less covid-y times ahead, but the truth is the financial numbers are worse these weeks than at any point in the past couple years.  It was much harder to operate last year, but we also had very large government support programs to help us keep going and employ people.  Those programs are gone.  A small portion of restaurants got very large grants from the Restaurant Revitalization Fund, but most got nothing.  We were in the nothing group.  And now we have a vaccine mandate as a new unknown.

 We support the mandate.  It’s the right thing for public safety, for helping to try to keep our customers safe and our hospitals and medical staff from being even more excessively over strained.  But it’s also a big unknown for restaurants — will less people show up?   Is this one more thing that suppresses sales even more, and asks more of our staff in an already bad time?  Or maybe this will actually make more people feel safe dining out?

We don’t know the answer yet.  But we’re sure this would be an excellent time to buy something from your favorite restaurants.  Go out to eat if you’re comfortable doing so, order to-go or delivery if you’re still hesitant to dine out.

And for our city leaders of all kinds (elected officials, media, religious leaders, neighborhood leaders, people who have lots of friends, whatever), this would be a great time to encourage people who can afford to and feel comfortable doing so to get some great food or drink from small businesses they love and want to continue to have in their neighborhoods.  We can have a vaccine mandate AND rally support for our restaurants.

As for Common Roots, we’ve added Friday Night Family Meal boxes and Care Package deliveries which are helping keep some staff busy.  And we’ll be creatively trying to keep our minds focusing on Patio season that can’t be that far away already, right?  We’re serving up good food and drink in our cafe, private dining room, and for pickup or delivery.  Wed-Friday 9a-8p, Sat & Sun 9a-2p.

We're looking forward to the day when our hospitals aren't near full, our front line workers aren't exhausted, and we can be around people in public spaces and not be thinking about risks. We're all on our way to that place. It's just a meandering path we're all on together."
803,803,465753921886362.0,,1.0,,,,,,1.0,,"I had to wear a yellow star as a kid I was mistreated because of it It was an offensive symbol discriminatory it segregated us from society It has nothing to do with a vaccination passport says Luis Opatowski Goldberg a Holocaust survivor from Mexico Josef Mengele conducted experiments with people that were not ethical and he was a killer Pfizer CEO Mr Bourla is saving lives These comparisons make me feel very angry and sad Luis and other Holocaust survivors from around the world are participating in the global CantBeCompared campaign speaking ahead of International Holocaust Remembrance Day against a backdrop of the growing trivialization of the Holocaust especially in the context of the Covid pandemic which has seen comparisons made between pandemic restrictions and Nazi measures against Jews during the Holocaust
",2022-01-19,International March of the Living,114581435219881.0,INTL MARCH OF LIVING,"[{'percentage': '0.340542', 'region': 'California'}, {'percentage': '0.008038', 'region': 'Connecticut'}, {'percentage': '0.053078', 'region': 'Washington, District of Columbia'}, {'percentage': '0.129059', 'region': 'Florida'}, {'percentage': '0.145646', 'region': 'Illinois'}, {'percentage': '0.005614', 'region': 'Indiana'}, {'percentage': '0.124211', 'region': 'New Jersey'}, {'percentage': '0.193812', 'region': 'New York'}]",,{'lower_bound': '1000001'},"[{'percentage': '0.000258', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.110331', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.000129', 'age': '13-17', 'gender': 'female'}, {'percentage': '0.000773', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000967', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.002062', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.016498', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.249855', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.057163', 'age': '65+', 'gender': 'male'}, {'percentage': '0.074241', 'age': '65+', 'gender': 'female'}, {'percentage': '0.00116', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.055359', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.019334', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.262422', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.086615', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.023587', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.025198', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.013405', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.00058', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '6.4E-5', 'age': '13-17', 'gender': 'male'}]","{'lower_bound': '200', 'upper_bound': '299'}",USD,"Can high-impact tutoring help students recover from unfinished learning? Not all tutoring programs are made equal. High-impact tutoring is titled such because it is meant to have a significant effect on improving student achievement. Read more in our latest  ""Covid School Spending"" series piece: https://aplusala.org/blog/2022/01/20/covid-school-spending-addressing-learning-loss-with-high-impact-tutoring/"
804,804,650192613084069.0,,1.0,,,,,,,,"BREAKING Ron Johnson is running for re election Ron Johnson believes Listerine can kill Covid but doesn t believe in vaccines We have polling that shows our campaign can defeat Ron Johnson but we need your support
",2022-01-11,Tom Nelson,114901398543689.0,Nelson For Wisconsin,,,"{'lower_bound': '10001', 'upper_bound': '50000'}",,"{'lower_bound': '0', 'upper_bound': '99'}",USD,"Latest update covering covid case rates, booster jabs and the Queen's Platinum Jubilee!"
805,805,436424588163816.0,,1.0,,,,,,,,"Despite what a popular myth may say current evidence shows that COVID vaccines do NOT harm male or female fertility People can safely get pregnant after getting a COVID vaccine
",2022-01-26,UConn Extension,586440448085433.0,UConn Extension,"[{'percentage': '0.902813', 'region': 'Connecticut'}, {'percentage': '0.075021', 'region': 'Massachusetts'}, {'percentage': '0.000853', 'region': 'New York'}, {'percentage': '0.021313', 'region': 'Rhode Island'}]",,{'lower_bound': '1000001'},"[{'percentage': '0.00524', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.046288', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.006987', 'age': '65+', 'gender': 'male'}, {'percentage': '0.001747', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.001747', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.003493', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.027074', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.008734', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.068122', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.026201', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.376419', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.178166', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.060262', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.038428', 'age': '65+', 'gender': 'female'}, {'percentage': '0.124017', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.020087', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.006987', 'age': '25-34', 'gender': 'unknown'}]","{'lower_bound': '0', 'upper_bound': '99'}",USD,COVID forced many moms out of work to care for their children. You should never have to choose between your job & your kids!
